@RELATION taxi

@ATTRIBUTE xValue REAL
@ATTRIBUTE yValue REAL

@DATA
29231.971, 29507.375
29177.63, 29505.151
29108.847, 29504.039
29030.74, 29498.48
28961.991, 29488.472
28888.991, 29479.576
28810.897, 29470.681
28745.54, 29461.785
28682.735, 29451.778
28634.397, 29433.986
28592.86, 29413.971
28576.737, 29410.636
28567.337, 29426.203
28569.136, 29399.516
28590.372, 29398.404
28615.806, 29409.524
28645.441, 29432.875
28693.779, 29450.666
28741.319, 29455.114
28791.407, 29459.561
28844.896, 29462.897
28900.074, 29468.457
28956.951, 29474.017
29022.312, 29481.8
29087.676, 29488.472
29151.338, 29496.256
29214.142, 29506.263
29263.375, 29511.823
29316.807, 29529.614
29379.528, 29560.749
29439.723, 29586.324
29490.597, 29606.339
29537.256, 29618.57
29564.304, 29650.817
29591.387, 29674.168
29635.463, 29695.295
29692.259, 29720.869
29743.95, 29748.668
29793.076, 29780.915
29832.821, 29823.169
29867.483, 29862.087
29886.935, 29882.102
29906.4, 29898.781
29924.118, 29927.692
29942.645, 29966.61
29947.603, 30001.081
29933.004, 30042.223
29906.53, 30080.029
29882.591, 30121.171
29872.198, 30172.321
29867.701, 30235.702
29870.156, 30259.053
29871.762, 30282.404
29869.913, 30320.21
29862.935, 30366.912
29855.9, 30428.069
29852.239, 30494.786
29854.553, 30553.719
29862.072, 30584.854
29875.556, 30610.429
29883.945, 30636.004
29893.029, 30700.497
29898.757, 30754.982
29907.018, 30812.804
29916.955, 30876.185
29926.866, 30946.237
29936.75, 31022.962
29948.296, 31108.582
29959.864, 31188.642
29969.774, 31258.695
29978.012, 31322.076
29987.966, 31381.01
29998.768, 31439.943
30014.669, 31497.764
30030.583, 31552.25
30046.492, 31607.847
30064.081, 31667.893
30084.181, 31736.833
30104.29, 31803.55
30123.571, 31864.708
30142.875, 31920.305
30165.592, 31971.455
30195.958, 32020.38
30229.692, 32075.978
30260.03, 32131.575
30286.995, 32181.613
30313.11, 32231.651
30331.629, 32270.569
30336.687, 32279.465
30338.367, 32283.912
30339.211, 32285.024
30354.393, 32309.487
30345.761, 32345.07
30305.71, 32382.876
30251.206, 32426.242
30190.712, 32481.839
30128.521, 32537.437
30068.877, 32593.034
30004.985, 32649.744
29945.334, 32707.565
29885.671, 32768.722
29828.569, 32826.544
29778.28, 32878.805
29735.666, 32922.171
29690.498, 32967.761
29641.078, 33015.575
29591.68, 33057.829
29545.69, 33096.747
29502.244, 33136.778
29463.055, 33173.472
29422.16, 33212.39
29380.408, 33253.532
29374.358, 33281.331
29402.259, 33309.13
29445.443, 33335.816
29489.467, 33364.727
29521.63, 33388.078
29519.009, 33406.981
29495.13, 33435.892
29455.107, 33469.25
29417.626, 33503.721
29403.989, 33518.176
29399.724, 33523.736
29397.16, 33528.184
29405.578, 33545.975
29436.93, 33559.318
29472.552, 33565.99
29496.283, 33574.886
29516.61, 33586.005
29522.555, 33584.893
29510.69, 33580.445
29509.841, 33580.445
29510.695, 33579.333
29496.318, 33565.99
29509.903, 33564.878
29534.438, 33584.893
29570.056, 33592.677
29631.924, 33616.028
29679.397, 33630.483
29720.089, 33642.714
29771.815, 33654.946
29816.755, 33666.065
29846.528, 33649.386
29878.046, 33620.475
29889.991, 33604.908
29897.709, 33584.893
29918.133, 33571.55
29940.271, 33553.759
29964.156, 33523.736
29980.371, 33501.497
29974.501, 33483.706
29960.987, 33467.026
29950.024, 33449.235
29931.315, 33458.131
29916.806, 33478.146
29905.701, 33495.937
29892.059, 33511.504
29877.564, 33528.184
29869.854, 33545.975
29888.474, 33559.318
29907.112, 33568.214
29929.184, 33567.102
29943.671, 33552.647
29956.477, 33533.743
29970.129, 33515.952
