@relation taxi_clustered

@attribute Instance_number numeric
@attribute xValue numeric
@attribute yValue numeric
@attribute Cluster {cluster0,cluster1,cluster2,cluster3,cluster4,cluster5,cluster6,cluster7,cluster8,cluster9,cluster10,cluster11,cluster12,cluster13,cluster14,cluster15,cluster16,cluster17,cluster18,cluster19,cluster20,cluster21,cluster22,cluster23,cluster24,cluster25,cluster26,cluster27,cluster28,cluster29,cluster30,cluster31,cluster32,cluster33,cluster34,cluster35,cluster36,cluster37,cluster38,cluster39}

@data
2968,18767.23,32134.911,cluster13
2969,18504.507,31953.664,cluster30
2970,18260.217,31868.043,cluster11
2971,17760.468,32466.272,cluster36
2972,18047.777,32306.151,cluster11
2973,18119.031,31975.903,cluster11
2974,18320.366,31920.305,cluster11
2975,18639.837,31813.558,cluster30
2976,18775.088,31706.811,cluster34
2977,18945.353,31520.003,cluster34
2978,19013.658,31367.666,cluster15
2979,18952.112,31533.347,cluster34
2980,18747.288,31620.079,cluster34
2981,18869.567,31610.071,cluster34
2982,19030.683,31349.875,cluster15
2983,18927.418,31562.257,cluster34
2984,18779.826,31508.884,cluster34
2985,18895.692,31348.763,cluster15
2986,19025.606,31343.203,cluster15
2987,18988.812,31456.622,cluster15
2988,18850.803,31644.542,cluster34
2989,18623.511,31892.506,cluster30
2990,18365.662,32144.919,cluster11
2991,18383.568,32112.672,cluster11
2992,18721.6,32049.291,cluster13
2993,19068.355,31895.842,cluster22
2994,19230.546,31880.275,cluster22
2995,19339.661,32035.948,cluster22
2996,19297.534,31911.409,cluster22
2997,19090.704,31452.174,cluster15
2998,18957.872,31268.703,cluster15
2999,19003.312,31429.935,cluster15
3000,18852.504,31643.43,cluster34
3001,18638.009,31865.82,cluster30
3002,18374.178,32133.799,cluster11
3003,18080.668,32396.219,cluster36
3004,17907.151,32539.661,cluster36
3005,17945.598,32436.25,cluster36
3006,18110.839,32204.964,cluster11
3007,18360.658,32108.224,cluster11
3008,18680.639,31792.431,cluster30
3009,18795.522,31683.46,cluster34
3010,18971.765,31483.309,cluster34
3011,19189.795,31214.217,cluster15
3012,19437.768,32508.526,cluster22
3013,19031.047,33557.094,cluster14
3014,18943.356,34000.762,cluster14
3015,18820.461,35290.623,cluster12
3016,19340.709,35591.962,cluster12
3017,19571.325,35990.039,cluster12
3018,19586.276,36439.267,cluster12
3019,19709.863,36548.238,cluster12
3020,19800.648,36547.126,cluster12
3021,19578.684,36422.588,cluster12
3022,19569.761,35938.89,cluster12
3023,19467.101,35607.529,cluster12
3024,18958.96,35555.267,cluster12
3025,18731.161,34689.059,cluster14
3026,18959.188,34117.517,cluster14
3027,18965.33,33700.536,cluster14
3028,19380.467,33003.344,cluster13
3029,19367.153,31909.186,cluster22
3030,19167.74,31206.434,cluster15
3031,19584.041,30773.885,cluster7
3032,20595.407,30733.855,cluster10
3033,21558.56,30632.668,cluster9
3034,21749.283,30744.975,cluster9
3035,21306.677,30827.259,cluster9
3036,20924.42,30889.528,cluster10
3037,21212.411,30833.931,cluster10
3038,21576.403,30925.11,cluster9
3039,21975.451,30638.228,cluster9
3040,22157.729,30732.743,cluster9
3041,22560.818,31091.903,cluster3
3042,23254.671,31032.97,cluster3
3043,23921.99,31044.089,cluster3
3044,24487.198,31124.149,cluster24
3045,24547.358,31422.152,cluster24
3046,24543.584,32059.299,cluster6
3047,24348.919,32401.779,cluster6
3048,23975.403,32668.647,cluster6
3049,23732.652,32929.955,cluster6
3050,23672.877,33043.374,cluster6
3051,23816.468,32730.916,cluster6
3052,23160.958,32516.31,cluster6
3053,22587.137,32224.979,cluster6
3054,22208.851,31824.677,cluster9
3055,22120.918,30835.043,cluster9
3056,21972.969,30615.989,cluster9
3057,20340.525,30791.677,cluster10
3058,19627.171,30840.602,cluster7
3059,19207.633,31210.881,cluster15
3060,18960.638,31518.891,cluster34
3061,18855.151,31603.4,cluster34
3062,18564.887,31566.705,cluster34
3063,18175.017,31642.318,cluster30
3064,18283.636,31663.445,cluster30
3065,18632.919,31521.115,cluster34
3066,18917.803,31334.308,cluster15
3067,19000.709,31452.174,cluster15
3068,18905.252,31598.952,cluster34
3069,18973.491,31472.189,cluster15
3070,19287.692,30781.669,cluster7
3071,19792.828,30807.244,cluster7
3072,21386.961,30661.578,cluster9
3073,21848.144,30618.212,cluster9
3074,23450.065,30451.42,cluster3
3075,24223.005,30375.808,cluster24
3076,25599.918,30234.59,cluster24
3077,26706.721,30130.067,cluster27
3078,26464.458,30686.041,cluster27
3079,26311.666,30916.215,cluster27
3080,26382.108,31409.92,cluster6
3081,25909.186,31910.298,cluster6
3082,25684.111,32189.397,cluster6
3083,25471.42,32576.355,cluster6
3084,25543.179,32442.921,cluster6
3085,25733.686,32090.433,cluster6
3086,26208.757,31697.915,cluster6
3087,26375.982,31219.777,cluster27
3088,26296.597,30855.058,cluster27
3089,26491.205,30564.839,cluster27
3090,26046.667,30205.679,cluster27
3091,25161.568,30292.411,cluster24
3092,23729.463,30439.189,cluster3
3093,22576.006,30557.055,cluster3
3094,20926.572,30726.072,cluster10
3095,19763.906,30827.259,cluster7
3096,19203.668,31100.798,cluster25
3097,19320.94,30729.407,cluster7
3098,19535.667,30764.99,cluster7
3099,20597.939,30739.415,cluster10
3100,21135.557,30687.153,cluster10
3101,21916.179,30581.518,cluster9
3102,21611.847,31000.723,cluster9
3103,21270.151,30832.819,cluster9
3104,20963.527,30871.737,cluster10
3105,21501.85,30867.289,cluster9
3106,20857.768,30736.079,cluster10
3107,19777.48,30831.707,cluster7
3108,19376.618,31860.26,cluster22
3109,19354.073,32043.731,cluster22
3110,19033.987,32058.187,cluster22
3111,18820.159,31676.788,cluster34
3112,18686.53,31813.558,cluster30
3113,18357.745,31910.298,cluster11
3114,17888.468,31828.013,cluster11
3115,17660.91,31843.581,cluster11
3116,17871.558,31799.103,cluster11
3117,18340.752,31915.857,cluster11
3118,18634.669,31843.581,cluster30
3119,18821.896,31661.221,cluster34
3120,18685.725,31795.767,cluster30
3121,18996.47,31449.951,cluster15
3122,18908.19,31781.311,cluster30
3123,18878.47,32122.68,cluster13
3124,18908.928,32163.822,cluster13
3125,18878.805,31650.101,cluster34
3126,19001.673,31406.584,cluster15
3127,18903.17,31075.224,cluster25
3128,18974.199,30853.946,cluster25
3129,18686.961,30955.133,cluster25
3130,18918.026,31245.352,cluster15
3131,18974.295,31489.981,cluster34
3132,18754.635,31737.945,cluster30
3133,18555.422,31962.559,cluster30
3134,18334.097,32208.3,cluster11
3135,18536.938,32574.131,cluster13
3136,18458.333,32435.138,cluster13
3137,18847.335,32351.741,cluster13
3138,18900.784,31687.908,cluster34
3139,18878.096,31594.504,cluster34
3140,19046.092,31299.837,cluster15
3141,19048.529,31343.203,cluster15
3142,18878.895,31614.519,cluster34
3143,18686.546,31806.886,cluster30
3144,18357.173,32144.919,cluster11
3145,18464.264,32439.585,cluster13
3146,18380.986,32127.128,cluster11
3147,18608.224,31894.73,cluster30
3148,18810.842,31667.893,cluster34
3149,19011.113,31366.554,cluster15
3150,18992.228,31448.839,cluster15
3151,18877.951,31652.325,cluster34
3152,19105.379,32025.94,cluster22
3153,19211.506,32022.604,cluster22
3154,19048.405,31392.129,cluster15
3155,18876.538,31199.762,cluster25
3156,18969.666,31305.397,cluster15
3157,18958.102,31514.444,cluster34
3158,18892.367,31658.997,cluster34
3159,18917.786,32017.045,cluster13
3160,18794.967,32246.106,cluster13
3161,18908.406,32033.724,cluster13
3162,18908.079,31825.789,cluster30
3163,18981.196,31446.615,cluster15
3164,19102.364,31206.434,cluster15
3165,19399.064,30726.072,cluster7
3166,20214.06,30773.885,cluster10
3167,21330.927,30659.355,cluster9
3168,21797.179,30624.884,cluster9
3169,21650.294,30917.327,cluster9
3170,22211.513,30633.78,cluster9
3171,22527.706,31091.903,cluster9
3172,23173.922,31061.88,cluster3
3173,23234.809,30590.414,cluster3
3174,23148.443,30511.465,cluster3
3175,22506.386,30554.831,cluster9
3176,21119.39,30699.385,cluster10
3177,19749.496,30818.363,cluster7
3178,19214.211,30961.805,cluster25
3179,19041.706,31355.435,cluster15
3180,18908.671,31590.056,cluster34
3181,18708.652,31793.543,cluster30
3182,18399.687,32117.12,cluster11
3183,18220.226,32256.114,cluster11
3184,18004.988,32449.593,cluster36
3185,18089.944,32775.394,cluster36
3186,18056.104,32727.58,cluster36
3187,17989.448,32558.564,cluster36
3188,18071.656,32260.562,cluster11
3189,18514.591,31995.918,cluster30
3190,18743.607,31734.61,cluster30
3191,18856.807,31620.079,cluster34
3192,19022.061,31402.137,cluster15
3193,18821.868,31672.34,cluster34
3194,18756.33,31739.057,cluster30
3195,18523.918,32000.365,cluster30
3196,18086.626,32389.548,cluster36
3197,18176.387,32481.839,cluster36
3198,18074.744,32388.436,cluster36
3199,18418.44,32085.985,cluster11
3200,18823.627,31647.877,cluster34
3201,18637.243,31832.461,cluster30
3202,18991.423,31431.047,cluster15
3203,19050.21,31349.875,cluster15
3204,18908.668,31591.168,cluster34
3205,18666.678,31259.807,cluster21
3206,18594.936,31087.455,cluster25
3207,18600.38,31289.83,cluster21
3208,18646.019,31030.746,cluster25
3209,18847.835,31134.157,cluster25
3210,19032.409,31338.756,cluster15
3211,19001.6,31435.495,cluster15
3212,18764.611,31482.197,cluster34
3213,18716.384,31415.48,cluster34
3214,18406.874,30912.879,cluster21
3215,18488.341,30930.67,cluster25
3216,19075.867,31276.486,cluster15
3217,19051.917,31346.539,cluster15
3218,18923.989,31575.601,cluster34
3219,18801.839,31533.347,cluster34
3220,18650.121,31088.567,cluster25
3221,18856.211,31179.747,cluster25
3222,18993.391,31324.3,cluster15
3223,19195.615,31595.616,cluster20
3224,19356.64,32035.948,cluster22
3225,19211.655,31631.198,cluster20
3226,19181.236,31574.489,cluster20
3227,19029.713,31397.689,cluster15
3228,18883.941,31633.422,cluster34
3229,18917.655,32069.306,cluster13
3230,18917.445,32152.702,cluster13
3231,18722.787,32255.002,cluster13
3232,18546.837,32001.477,cluster30
3233,18448.006,31799.103,cluster30
3234,18747.832,31742.393,cluster30
3235,18854.238,31628.974,cluster34
3236,19070.815,31259.807,cluster15
3237,19044.236,31362.107,cluster15
3238,18880.545,31633.422,cluster34
3239,18923.078,31938.096,cluster30
3240,19030.389,32138.247,cluster13
3241,19346.453,32035.948,cluster22
3242,19782.163,31958.111,cluster2
3243,20160.401,31787.983,cluster2
3244,20083.078,31494.428,cluster32
3245,20087.18,31229.785,cluster32
3246,20496.438,30908.431,cluster10
3247,20754.68,30862.841,cluster10
3248,20536.269,31247.576,cluster32
3249,20391.467,31419.928,cluster32
3250,20098.613,31399.913,cluster32
3251,20080.443,31527.787,cluster32
3252,20048.088,31881.387,cluster2
3253,19499.348,32002.589,cluster22
3254,19357.501,32031.5,cluster22
3255,19191.379,31592.28,cluster20
3256,19019.646,31349.875,cluster15
3257,19036.561,31375.45,cluster15
3258,18826.085,31683.46,cluster34
3259,18644.002,31845.804,cluster30
3260,18268.526,31942.544,cluster11
3261,17901.336,32129.352,cluster11
3262,17906.138,32251.666,cluster11
3263,18033.978,32396.219,cluster36
3264,18161.132,32119.344,cluster11
3265,18529.858,32001.477,cluster30
3266,18667.874,31804.662,cluster30
3267,18915.49,31578.937,cluster34
3268,19035.681,31387.681,cluster15
3269,19250.359,31767.968,cluster20
3270,19251.259,31747.953,cluster20
3271,18929.92,31580.049,cluster34
3272,18853.369,31636.758,cluster34
3273,18568.167,31958.111,cluster30
3274,18365.635,32156.038,cluster11
3275,18367.715,32347.294,cluster11
3276,18410.261,32306.151,cluster13
3277,18635.54,31834.685,cluster30
3278,18943.622,31533.347,cluster34
3279,19256.92,30861.729,cluster7
3280,19285.107,30796.124,cluster7
3281,20545.262,30751.646,cluster10
3282,21827.766,30618.212,cluster9
3283,22014.617,30601.533,cluster9
3284,24128.72,30385.815,cluster24
3285,25111.506,30281.292,cluster24
3286,25330.658,30259.053,cluster24
3287,26660.835,30138.962,cluster27
3288,26638.356,30252.381,cluster27
3289,26519.797,30161.201,cluster27
3290,25727.282,30236.814,cluster27
3291,24870.212,30323.546,cluster24
3292,24039.501,30404.718,cluster24
3293,22922.556,30519.249,cluster3
3294,21664.669,30642.675,cluster9
3295,20708.308,30743.863,cluster10
3296,19519.312,30850.61,cluster7
3297,19202.51,31222.001,cluster15
3298,19054.469,31344.315,cluster15
3299,18948.705,31537.795,cluster34
3300,18783.545,31720.154,cluster34
3301,18811.702,31663.445,cluster34
3302,18762.078,31476.637,cluster34
3303,18663.276,31262.031,cluster21
3304,18441.582,31302.061,cluster21
3305,18445.841,31296.502,cluster21
3306,18739.26,31434.383,cluster34
3307,19083.513,31274.263,cluster15
3308,19051.914,31347.651,cluster15
3309,18909.517,31591.168,cluster34
3310,18854.199,31644.542,cluster34
3311,18663.561,31832.461,cluster30
3312,18201.513,32271.681,cluster11
3313,18012.636,32446.257,cluster36
3314,18062.054,32724.244,cluster36
3315,18489.824,32401.779,cluster13
3316,18922.203,32286.136,cluster13
3317,18939.786,32045.955,cluster13
3318,19311.026,31946.992,cluster22
3319,19329.477,32034.836,cluster22
3320,19345.63,32025.94,cluster22
3321,19313.495,31977.014,cluster22
3322,19114.033,31292.054,cluster15
3323,19063.811,31343.203,cluster15
3324,18974.289,31492.205,cluster34
3325,18816.236,31547.802,cluster34
3326,18682.553,31363.218,cluster21
3327,18669.013,31345.427,cluster21
3328,18860.264,31595.616,cluster34
3329,18919.495,32012.597,cluster13
3330,18861.363,32173.829,cluster13
3331,18922.226,32277.241,cluster13
3332,19036.579,32040.396,cluster22
3333,19351.567,32028.164,cluster22
3334,19150.85,31504.436,cluster15
3335,19034.422,31550.026,cluster34
3336,18575.86,31936.984,cluster30
3337,18269.547,32221.643,cluster11
3338,18351.192,32160.486,cluster11
3339,17999.565,32587.475,cluster36
3340,17876.151,32725.356,cluster36
3341,17672.974,32490.735,cluster36
3342,17630.217,32261.673,cluster36
3343,17559.705,31920.305,cluster11
3344,17788.854,31949.216,cluster11
3345,18090.305,31918.081,cluster11
3346,18530.786,31969.231,cluster30
3347,18815.818,32054.851,cluster13
3348,19123.997,32049.291,cluster22
3349,19263.959,31761.296,cluster20
3350,19160.147,31521.115,cluster20
3351,19055.338,31336.532,cluster15
3352,19048.498,31355.435,cluster15
3353,19321.113,31985.91,cluster22
3354,19473.909,31991.47,cluster22
3355,20099.857,31888.059,cluster2
3356,20096.381,31600.064,cluster2
3357,20083.258,31108.582,cluster32
3358,20304.504,30925.11,cluster10
3359,20757.083,30915.103,cluster10
3360,20613.856,31128.597,cluster10
3361,20442.616,31343.203,cluster32
3362,20098.895,31294.278,cluster32
3363,20104.407,31455.51,cluster32
3364,20156.23,31760.184,cluster2
3365,19725.249,31971.455,cluster22
3366,19345.604,32035.948,cluster22
3367,19343.06,32034.836,cluster22
3368,19371.161,32001.477,cluster22
3369,19180.707,31115.254,cluster25
3370,19334.545,30721.624,cluster7
3371,21639.241,30627.108,cluster9
3372,22580.321,30533.704,cluster3
3373,23217.334,30474.771,cluster3
3374,24039.551,30389.151,cluster24
3375,25888.76,30195.672,cluster27
3376,27241.519,30176.769,cluster27
3377,28330.558,30287.964,cluster31
3378,29134.978,30213.463,cluster31
3379,30438.863,30102.268,cluster18
3380,31095.94,30143.41,cluster18
3381,30767.25,30160.089,cluster18
3382,29360.937,30191.224,cluster31
3383,28698.939,30325.77,cluster31
3384,27159.932,30195.672,cluster27
3385,26556.886,30239.038,cluster27
3386,26604.455,29753.116,cluster27
3387,26527.366,29699.742,cluster27
3388,26705.47,29764.235,cluster27
3389,26609.619,30214.575,cluster27
3390,26670.919,30168.985,cluster27
3391,25745.963,30236.814,cluster27
3392,24201.741,30386.927,cluster24
3393,23455.142,30456.98,cluster3
3394,22627.828,30548.16,cluster3
3395,21600.121,30648.235,cluster9
3396,21047.202,30704.945,cluster10
3397,19282.404,30857.282,cluster7
3398,19183.758,31250.912,cluster15
3399,19345.627,32027.052,cluster22
3400,19324.483,31995.918,cluster22
3401,19119.601,31439.943,cluster15
3402,19209.966,31627.862,cluster20
3403,19016.936,31414.368,cluster15
3404,18907.827,31587.832,cluster34
3405,18908.673,31588.944,cluster34
3406,18803.235,31314.293,cluster15
3407,18740.823,31147.5,cluster25
3408,18828.301,31136.381,cluster25
3409,19034.079,31349.875,cluster15
3410,19322.902,31950.328,cluster22
3411,19451.499,32450.705,cluster22
3412,19058.393,33483.706,cluster14
3413,18790.891,35238.362,cluster12
3414,19013.106,35618.648,cluster12
3415,20381.032,35899.971,cluster12
3416,22120.505,36174.623,cluster16
3417,22761.169,36152.384,cluster16
3418,24142.441,35902.195,cluster16
3419,25402.42,35665.35,cluster16
3420,27310.784,35893.3,cluster17
3421,28940.102,36946.316,cluster17
3422,29879.025,37219.855,cluster17
3423,30435.404,37464.484,cluster17
3424,31598.964,38151.669,cluster17
3425,32461.23,38637.591,cluster29
3426,33773.874,38717.651,cluster29
3427,35064.207,38301.782,cluster29
3428,35661.251,37252.102,cluster29
3429,36324.301,36975.226,cluster29
3430,36557.883,36394.789,cluster29
3431,36327.433,36151.272,cluster29
3432,36341.895,36143.488,cluster29
3433,36203.545,36505.984,cluster29
3434,36479.227,36518.215,cluster29
3435,36374.598,36925.189,cluster29
3436,36355.244,37243.206,cluster29
3437,35705.582,37206.512,cluster29
3438,35240.279,38378.506,cluster29
3439,34684.724,38371.835,cluster29
3440,34140.245,38727.658,cluster29
3441,32895.862,38749.897,cluster29
3442,31602.254,38176.132,cluster17
3443,30507.327,37510.074,cluster17
3444,29333.262,37071.966,cluster17
3445,28124.172,36434.819,cluster17
3446,26808.244,35718.724,cluster17
3447,26364.937,35584.178,cluster17
3448,24957.458,35765.426,cluster16
3449,23398.641,36066.764,cluster16
3450,22453.892,36195.75,cluster16
3451,21111.974,36066.764,cluster12
3452,19370.05,35730.955,cluster12
3453,18921.232,35710.94,cluster12
3454,18701.674,34260.958,cluster14
3455,19050.797,33467.026,cluster14
3456,19419.611,32636.4,cluster13
3457,19354.979,32021.492,cluster22
3458,19353.224,32043.731,cluster22
3459,19351.535,32040.396,cluster22
3460,19321.067,32003.701,cluster22
3461,19205.689,31640.094,cluster20
3462,19133.451,31335.42,cluster15
3463,19034.855,31378.786,cluster15
3464,18921.403,31591.168,cluster34
3465,19003.637,31637.87,cluster34
3466,19290.058,31846.916,cluster20
3467,19379.602,32020.38,cluster22
3468,19822.254,31885.835,cluster2
3469,20138.488,31727.938,cluster2
3470,20074.544,31511.108,cluster32
3471,20076.439,31118.59,cluster32
3472,20370.749,30918.439,cluster10
3473,20878.617,30872.849,cluster10
3474,21083.274,30861.729,cluster10
3475,21557.797,30899.536,cluster9
3476,21745.877,30748.311,cluster9
3477,22517.461,30542.6,cluster3
3478,22848.69,30517.025,cluster3
3479,24065.863,30392.487,cluster24
3480,25290.715,30269.06,cluster24
3481,26578.471,30137.85,cluster27
3482,27190.57,30176.769,cluster27
3483,27668.465,30224.582,cluster31
3484,29267.522,30193.448,cluster31
3485,30369.205,30108.94,cluster18
3486,31326.766,30177.881,cluster18
3487,32115.108,30299.083,cluster18
3488,32856.422,30294.635,cluster18
3489,33338.604,30131.179,cluster1
3490,33364.908,29752.004,cluster1
3491,33392.871,29574.092,cluster1
3492,33731.041,29153.775,cluster1
3493,33565.645,29297.217,cluster1
3494,33422.785,29530.726,cluster1
3495,33381.488,29843.184,cluster1
3496,33486.395,30313.538,cluster1
3497,32886.859,30324.658,cluster18
3498,31945.498,30247.933,cluster18
3499,30781.686,30160.089,cluster18
3500,30288.518,30113.387,cluster18
3501,29393.222,30186.776,cluster31
3502,28382.251,30315.762,cluster31
3503,27794.868,30256.829,cluster31
3504,26712.562,30158.977,cluster27
3505,25854.722,30216.799,cluster27
3506,24497.33,30358.016,cluster24
3507,23850.95,30419.174,cluster3
3508,22743.364,30529.257,cluster3
3509,21638.35,30641.563,cluster9
3510,20388.125,30772.773,cluster10
3511,19197.886,31037.417,cluster25
3512,19450.996,31988.134,cluster22
3513,19345.541,32060.411,cluster22
3514,19311.701,32014.821,cluster22
3515,19110.225,31454.398,cluster15
3516,19116.535,31309.845,cluster15
3517,18956.34,31540.018,cluster34
3518,18790.802,31533.347,cluster34
3519,18592.7,31305.397,cluster21
3520,18647.648,31058.544,cluster25
3521,18861.289,31186.419,cluster25
3522,19131.271,31190.866,cluster25
3523,19218.097,31435.495,cluster15
3524,19799.142,31958.111,cluster2
3525,20150.249,31774.64,cluster2
3526,20090.414,31608.959,cluster2
3527,20128.655,31277.598,cluster32
3528,20365.13,31426.6,cluster32
3529,20706.599,31674.564,cluster2
3530,20904.868,32121.568,cluster2
3531,20796.789,31910.298,cluster2
3532,20559.167,31567.817,cluster32
3533,20394.77,31454.398,cluster32
3534,20081.244,31545.578,cluster32
3535,20141.349,31928.089,cluster2
3536,19798.337,31941.432,cluster2
3537,19295.876,31895.842,cluster22
3538,19082.011,31532.235,cluster34
3539,18922.023,31682.348,cluster34
3540,18923.301,32187.173,cluster13
3541,18721.659,32367.309,cluster13
3542,18463.429,32434.026,cluster13
3543,18921.304,32306.151,cluster13
3544,19124.823,32058.187,cluster22
3545,19306.468,31737.945,cluster20
3546,19195.413,31008.507,cluster25
3547,19486.466,30747.199,cluster7
3548,21060.803,30699.385,cluster10
3549,22077.45,30601.533,cluster9
3550,22867.371,30517.025,cluster3
3551,24426.022,30352.457,cluster24
3552,24836.353,30291.299,cluster24
3553,24901.486,30110.052,cluster24
3554,24674.787,30102.268,cluster24
3555,24614.161,30464.763,cluster24
3556,24527.871,30888.416,cluster24
3557,24507.44,30382.479,cluster24
3558,24124.431,30399.158,cluster24
3559,22933.591,30520.361,cluster3
3560,22292.306,30590.414,cluster9
3561,21580.548,30663.802,cluster9
3562,19785.113,30835.043,cluster7
3563,19313.416,31676.788,cluster20
3564,19446.688,32012.597,cluster22
3565,19340.51,32035.948,cluster22
3566,19232.749,31682.348,cluster20
3567,19104.683,31296.502,cluster15
3568,19017.76,31424.376,cluster15
3569,18916.303,31593.392,cluster34
3570,18926.558,31566.705,cluster34
3571,18971.529,31239.792,cluster15
3572,18990.482,31467.742,cluster15
3573,18924.114,31863.596,cluster30
3574,18922.74,32072.642,cluster13
3575,18712.442,32318.383,cluster13
3576,18550.202,32358.413,cluster13
3577,18801.633,32296.144,cluster13
3578,18918.202,32189.397,cluster13
3579,19277.666,32044.843,cluster22
3580,19333.699,32043.731,cluster22
3581,19114.442,31465.518,cluster15
3582,19093.657,31292.054,cluster15
3583,18994.696,31479.973,cluster15
3584,18931.641,31571.153,cluster34
3585,18927.672,31799.103,cluster30
3586,19206.644,31931.425,cluster22
3587,19071.332,32061.523,cluster22
3588,18838.72,32062.635,cluster13
3589,18502.056,31914.745,cluster30
3590,18401.939,31890.282,cluster30
3591,18667.789,31839.133,cluster30
3592,18458.359,32078.202,cluster11
3593,18390.313,32131.575,cluster11
3594,18591.152,31932.536,cluster30
3595,18758.028,31739.057,cluster30
3596,18737.907,31636.758,cluster34
3597,18829.765,31570.041,cluster34
3598,19000.734,31442.167,cluster15
3599,18926.904,31766.856,cluster34
3600,18925.75,32226.091,cluster13
3601,18593.37,32409.563,cluster13
3602,18459.247,32408.451,cluster13
3603,18437.282,32365.085,cluster13
3604,18496.653,32040.396,cluster11
3605,18639.498,31950.328,cluster30
3606,18810.492,31807.998,cluster30
3607,19018.224,31576.713,cluster34
3608,18902.541,31664.557,cluster34
3609,19041.63,32057.075,cluster22
3610,19463.653,32018.157,cluster22
3611,19399.962,33014.463,cluster13
3612,18727.131,34262.07,cluster14
3613,18784.648,35359.564,cluster12
3614,20086.732,35851.046,cluster12
3615,20830.455,36002.271,cluster12
3616,22633.808,36182.407,cluster16
3617,23875.785,35973.36,cluster16
3618,25585.752,35650.895,cluster16
3619,25831.153,35599.745,cluster16
3620,27329.375,35914.427,cluster17
3621,28258.677,36540.454,cluster17
3622,29500.252,37107.548,cluster17
3623,30668.335,37552.328,cluster17
3624,31779.84,38305.118,cluster29
3625,33285.108,38765.465,cluster29
3626,34103.495,38602.008,cluster29
3627,35324.525,38320.685,cluster29
3628,37800.817,38427.432,cluster29
3629,38180.32,38358.491,cluster29
3630,39879.294,37722.456,cluster29
3631,40238.269,37536.761,cluster29
3632,41430.054,36785.083,cluster29
3633,41577.718,36010.054,cluster29
3634,41692.1,34202.025,cluster29
3635,41213.004,33816.179,cluster29
3636,40931.713,32945.522,cluster39
3637,41306.042,31863.596,cluster39
3638,41465.895,30892.864,cluster39
3639,41524.039,29894.333,cluster39
3640,41548.08,29846.52,cluster39
3641,42256.789,29456.225,cluster39
3642,43113.09,29110.409,cluster39
3643,43604.976,28935.833,cluster39
3644,44057.199,28866.892,cluster39
3645,45051.244,28804.623,cluster39
3646,45465.162,28330.933,cluster39
3647,45733.295,28374.299,cluster39
3648,46773.183,28602.248,cluster39
3649,47200.81,28671.189,cluster39
3650,47414.697,28963.632,cluster39
3651,47483.846,29446.218,cluster39
3652,47519.57,29571.868,cluster39
3653,47729.238,30390.263,cluster39
3654,47757.548,30612.653,cluster39
3655,47806.589,30912.879,cluster39
3656,47745.069,30706.056,cluster39
3657,47693.003,30212.351,cluster39
3658,47605.108,29877.654,cluster39
3659,47401.982,29094.842,cluster39
3660,47286.326,28713.443,cluster39
3661,46931.729,28646.726,cluster39
3662,46042.696,28474.374,cluster39
3663,45443.915,28333.157,cluster39
3664,44671.998,28165.252,cluster39
3665,43966.24,28007.356,cluster39
3666,43393.484,27906.168,cluster39
3667,42738.677,27891.713,cluster39
3668,42024.272,27901.72,cluster39
3669,41160.429,27901.72,cluster23
3670,40208.284,27895.049,cluster23
3671,39844.739,27895.049,cluster23
3672,38933.277,27905.056,cluster23
3673,38723.526,27895.049,cluster23
3674,38339.211,27970.661,cluster23
3675,38064.183,28104.095,cluster23
3676,37493.815,28362.067,cluster23
3677,36848.103,28577.786,cluster23
3678,36448.472,28494.389,cluster23
3679,35985.934,28598.913,cluster23
3680,35564.621,28789.056,cluster1
3681,35057.816,28922.49,cluster1
3682,34660.841,29184.91,cluster1
3683,33929.771,29907.677,cluster1
3684,33391.642,30234.59,cluster1
3685,32108.287,30305.755,cluster18
3686,31355.577,30192.336,cluster18
3687,30868.29,30162.313,cluster18
3688,30245.242,30105.604,cluster18
3689,29143.379,30236.814,cluster31
3690,28587.732,30317.986,cluster31
3691,27508.814,30227.918,cluster27
3692,26965.577,30167.873,cluster27
3693,26036.481,30204.567,cluster27
3694,25420.625,30271.284,cluster24
3695,24353.767,30376.919,cluster24
3696,23789.806,30421.397,cluster3
3697,22245.628,30582.63,cluster9
3698,21471.86,30664.914,cluster9
3699,20607.221,30760.542,cluster10
3700,19280.717,30852.834,cluster7
3701,19107.399,31229.785,cluster15
3702,18994.721,31469.966,cluster15
3703,18931.624,31577.825,cluster34
3704,18625.256,31530.011,cluster34
3705,18490.091,31601.176,cluster34
3706,18750.264,31447.727,cluster34
3707,19005.252,31334.308,cluster15
3708,19247.079,31722.378,cluster20
3709,19341.331,32047.067,cluster22
3710,19324.449,32009.261,cluster22
3711,19155.042,31525.563,cluster20
3712,19129.245,31319.852,cluster15
3713,19029.721,31394.353,cluster15
3714,18890.803,31605.623,cluster34
3715,18919.099,31832.461,cluster30
3716,18923.483,32114.896,cluster13
3717,18532.299,32389.548,cluster13
3718,18603.634,32378.428,cluster13
3719,18917.666,32064.858,cluster13
3720,19079.026,32040.396,cluster22
3721,19290.055,31848.028,cluster20
3722,19178.709,31566.705,cluster20
3723,18993.037,31464.406,cluster15
3724,18885.712,31604.511,cluster34
3725,18656.786,31825.789,cluster30
3726,18435.935,31874.715,cluster30
3727,18304.836,31673.452,cluster30
3728,18082.505,31631.198,cluster21
3729,17843.104,31625.638,cluster5
3730,17782.505,31402.137,cluster5
